"strain"	"replicate"	"age.at.death"	"rupture"
"strain"	"replicate"	"age.at.death"	"rupture"
"42"	"N2"	1	23	0
"42"	"N2"	1	23	0
"43"	"N2"	1	23	0
"43"	"N2"	1	23	0
"44"	"N2"	1	23	0
"44"	"N2"	1	23	0
"45"	"N2"	1	23	0
"45"	"N2"	1	23	0
"46"	"N2"	1	23	0
"46"	"N2"	1	23	0
"47"	"N2"	1	23	0
"47"	"N2"	1	23	0
"48"	"N2"	1	23	0
"48"	"N2"	1	23	0
"49"	"N2"	1	23	0
"49"	"N2"	1	23	0
"50"	"N2"	1	23	0
"50"	"N2"	1	23	0
"51"	"N2"	1	23	0
"51"	"N2"	1	23	0
"52"	"N2"	1	23	0
"52"	"N2"	1	23	0
"53"	"N2"	1	25	0
"53"	"N2"	1	25	0
"54"	"N2"	1	25	0
"54"	"N2"	1	25	0
"55"	"N2"	1	25	0
"55"	"N2"	1	25	0
"56"	"N2"	1	25	0
"56"	"N2"	1	25	0
"57"	"N2"	1	25	0
"57"	"N2"	1	25	0
"58"	"N2"	1	25	0
"58"	"N2"	1	25	0
"59"	"N2"	1	25	0
"59"	"N2"	1	25	0
"60"	"N2"	1	25	0
"60"	"N2"	1	25	0
"61"	"N2"	1	25	0
"61"	"N2"	1	25	0
"62"	"N2"	1	25	0
"62"	"N2"	1	25	0
"63"	"N2"	1	27	0
"63"	"N2"	1	27	0
"64"	"N2"	1	27	0
"64"	"N2"	1	27	0
"65"	"N2"	1	18	2
"65"	"N2"	1	18	2
"66"	"N2"	1	18	2
"66"	"N2"	1	18	2
"67"	"N2"	1	18	2
"67"	"N2"	1	18	2
"68"	"N2"	1	18	2
"68"	"N2"	1	18	2
"69"	"N2"	1	20	2
"69"	"N2"	1	20	2
"70"	"N2"	1	18	3
"70"	"N2"	1	18	3
"71"	"N2"	1	18	3
"71"	"N2"	1	18	3
"72"	"N2"	1	18	3
"72"	"N2"	1	18	3
"73"	"N2"	1	18	3
"73"	"N2"	1	18	3
"74"	"N2"	1	18	3
"74"	"N2"	1	18	3
"75"	"N2"	1	18	3
"75"	"N2"	1	18	3
"76"	"N2"	1	18	3
"76"	"N2"	1	18	3
"77"	"N2"	1	18	3
"77"	"N2"	1	18	3
"78"	"N2"	1	18	3
"78"	"N2"	1	18	3
"79"	"N2"	1	18	3
"79"	"N2"	1	18	3
"80"	"N2"	1	20	3
"80"	"N2"	1	20	3
"81"	"N2"	1	20	3
"81"	"N2"	1	20	3
"82"	"N2"	1	20	3
"82"	"N2"	1	20	3
"83"	"N2"	1	20	3
"83"	"N2"	1	20	3
"84"	"N2"	1	20	3
"84"	"N2"	1	20	3
"85"	"N2"	1	20	3
"85"	"N2"	1	20	3
"86"	"N2"	1	20	3
"86"	"N2"	1	20	3
"87"	"N2"	1	23	3
"87"	"N2"	1	23	3
"88"	"N2"	1	23	3
"88"	"N2"	1	23	3
"89"	"N2"	1	23	3
"89"	"N2"	1	23	3
"90"	"N2"	1	27	3
"90"	"N2"	1	27	3
"91"	"N2"	1	18	0
"91"	"N2"	1	18	0
"92"	"N2"	1	18	0
"92"	"N2"	1	18	0
"93"	"N2"	1	18	0
"93"	"N2"	1	18	0
"94"	"N2"	1	18	0
"94"	"N2"	1	18	0
"95"	"N2"	1	18	0
"95"	"N2"	1	18	0
"96"	"N2"	1	20	0
"96"	"N2"	1	20	0
"97"	"N2"	1	20	0
"97"	"N2"	1	20	0
"98"	"N2"	1	20	0
"98"	"N2"	1	20	0
"99"	"N2"	1	20	0
"99"	"N2"	1	20	0
"100"	"N2"	1	20	0
"100"	"N2"	1	20	0
"101"	"N2"	1	20	0
"101"	"N2"	1	20	0
"102"	"N2"	1	20	0
"102"	"N2"	1	20	0
"103"	"N2"	1	20	0
"103"	"N2"	1	20	0
"104"	"N2"	1	20	0
"104"	"N2"	1	20	0
"105"	"N2"	1	20	0
"105"	"N2"	1	20	0
"106"	"N2"	1	20	0
"106"	"N2"	1	20	0
"107"	"N2"	1	20	0
"107"	"N2"	1	20	0
"108"	"N2"	1	20	0
"108"	"N2"	1	20	0
"109"	"N2"	1	20	0
"109"	"N2"	1	20	0
"110"	"N2"	1	20	0
"110"	"N2"	1	20	0
"111"	"N2"	1	20	0
"111"	"N2"	1	20	0
"112"	"N2"	1	20	0
"112"	"N2"	1	20	0
"113"	"N2"	1	20	0
"113"	"N2"	1	20	0
"114"	"N2"	1	20	0
"114"	"N2"	1	20	0
"115"	"N2"	1	20	0
"115"	"N2"	1	20	0
"116"	"N2"	1	20	0
"116"	"N2"	1	20	0
"117"	"N2"	1	20	0
"117"	"N2"	1	20	0
"118"	"N2"	1	20	0
"118"	"N2"	1	20	0
"119"	"N2"	1	23	0
"119"	"N2"	1	23	0
"120"	"N2"	1	23	0
"120"	"N2"	1	23	0
"121"	"N2"	1	23	0
"121"	"N2"	1	23	0
"122"	"N2"	1	23	0
"122"	"N2"	1	23	0
"123"	"N2"	1	23	0
"123"	"N2"	1	23	0
"124"	"N2"	1	23	0
"124"	"N2"	1	23	0
"125"	"N2"	1	23	0
"125"	"N2"	1	23	0
"126"	"N2"	1	23	0
"126"	"N2"	1	23	0
"127"	"N2"	1	23	0
"127"	"N2"	1	23	0
"128"	"N2"	1	23	0
"128"	"N2"	1	23	0
"129"	"N2"	1	23	0
"129"	"N2"	1	23	0
"130"	"N2"	1	23	0
"130"	"N2"	1	23	0
"131"	"N2"	1	23	0
"131"	"N2"	1	23	0
"132"	"N2"	1	23	0
"132"	"N2"	1	23	0
"133"	"N2"	1	23	0
"133"	"N2"	1	23	0
"134"	"N2"	1	23	0
"134"	"N2"	1	23	0
"135"	"N2"	1	23	0
"135"	"N2"	1	23	0
"136"	"N2"	1	23	0
"136"	"N2"	1	23	0
"137"	"N2"	1	23	0
"137"	"N2"	1	23	0
"138"	"N2"	1	23	0
"138"	"N2"	1	23	0
"139"	"N2"	1	23	0
"139"	"N2"	1	23	0
"140"	"N2"	1	23	0
"140"	"N2"	1	23	0
"141"	"N2"	1	23	0
"141"	"N2"	1	23	0
"142"	"N2"	1	23	0
"142"	"N2"	1	23	0
"143"	"N2"	1	23	0
"143"	"N2"	1	23	0
"144"	"N2"	1	23	0
"144"	"N2"	1	23	0
"145"	"N2"	1	23	0
"145"	"N2"	1	23	0
"146"	"N2"	1	23	0
"146"	"N2"	1	23	0
"147"	"N2"	1	23	0
"147"	"N2"	1	23	0
"148"	"N2"	1	23	0
"148"	"N2"	1	23	0
"149"	"N2"	1	23	0
"149"	"N2"	1	23	0
"150"	"N2"	1	23	0
"150"	"N2"	1	23	0
"151"	"N2"	1	23	0
"151"	"N2"	1	23	0
"152"	"N2"	1	23	0
"152"	"N2"	1	23	0
"153"	"N2"	1	23	0
"153"	"N2"	1	23	0
"154"	"N2"	1	25	0
"154"	"N2"	1	25	0
"155"	"N2"	1	25	0
"155"	"N2"	1	25	0
"156"	"N2"	1	25	0
"156"	"N2"	1	25	0
"157"	"N2"	1	25	0
"157"	"N2"	1	25	0
"158"	"N2"	1	25	0
"158"	"N2"	1	25	0
"159"	"N2"	1	25	0
"159"	"N2"	1	25	0
"160"	"N2"	1	27	0
"160"	"N2"	1	27	0
"161"	"N2"	2	18	2
"161"	"N2"	2	18	2
"162"	"N2"	2	18	2
"162"	"N2"	2	18	2
"163"	"N2"	2	18	2
"163"	"N2"	2	18	2
"164"	"N2"	2	18	2
"164"	"N2"	2	18	2
"165"	"N2"	2	20	2
"165"	"N2"	2	20	2
"166"	"N2"	2	20	2
"166"	"N2"	2	20	2
"167"	"N2"	2	20	2
"167"	"N2"	2	20	2
"168"	"N2"	2	18	3
"168"	"N2"	2	18	3
"169"	"N2"	2	18	3
"169"	"N2"	2	18	3
"170"	"N2"	2	18	3
"170"	"N2"	2	18	3
"171"	"N2"	2	18	3
"171"	"N2"	2	18	3
"172"	"N2"	2	18	3
"172"	"N2"	2	18	3
"173"	"N2"	2	18	3
"173"	"N2"	2	18	3
"174"	"N2"	2	18	3
"174"	"N2"	2	18	3
"175"	"N2"	2	18	3
"175"	"N2"	2	18	3
"176"	"N2"	2	18	3
"176"	"N2"	2	18	3
"177"	"N2"	2	18	3
"177"	"N2"	2	18	3
"178"	"N2"	2	18	3
"178"	"N2"	2	18	3
"179"	"N2"	2	23	3
"179"	"N2"	2	23	3
"180"	"N2"	2	23	3
"180"	"N2"	2	23	3
"181"	"N2"	2	23	3
"181"	"N2"	2	23	3
"182"	"N2"	2	23	3
"182"	"N2"	2	23	3
"183"	"N2"	2	23	3
"183"	"N2"	2	23	3
"184"	"N2"	2	23	3
"184"	"N2"	2	23	3
"185"	"N2"	2	23	3
"185"	"N2"	2	23	3
"186"	"N2"	2	32	3
"186"	"N2"	2	32	3
"187"	"hif-1"	1	18	0
"187"	"hif-1"	1	18	0
"188"	"hif-1"	1	18	0
"188"	"hif-1"	1	18	0
"189"	"hif-1"	1	18	0
"189"	"hif-1"	1	18	0
"190"	"hif-1"	1	18	0
"190"	"hif-1"	1	18	0
"191"	"hif-1"	1	18	0
"191"	"hif-1"	1	18	0
"192"	"hif-1"	1	18	0
"192"	"hif-1"	1	18	0
"193"	"hif-1"	1	18	0
"193"	"hif-1"	1	18	0
"194"	"hif-1"	1	18	0
"194"	"hif-1"	1	18	0
"195"	"hif-1"	1	20	0
"195"	"hif-1"	1	20	0
"196"	"hif-1"	1	20	0
"196"	"hif-1"	1	20	0
"197"	"hif-1"	1	20	0
"197"	"hif-1"	1	20	0
"198"	"hif-1"	1	20	0
"198"	"hif-1"	1	20	0
"199"	"hif-1"	1	20	0
"199"	"hif-1"	1	20	0
"200"	"hif-1"	1	20	0
"200"	"hif-1"	1	20	0
"201"	"hif-1"	1	20	0
"201"	"hif-1"	1	20	0
"202"	"hif-1"	1	20	0
"202"	"hif-1"	1	20	0
"203"	"hif-1"	1	20	0
"203"	"hif-1"	1	20	0
"204"	"hif-1"	1	20	0
"204"	"hif-1"	1	20	0
"205"	"hif-1"	1	23	0
"205"	"hif-1"	1	23	0
"206"	"hif-1"	1	23	0
"206"	"hif-1"	1	23	0
"207"	"hif-1"	1	23	0
"207"	"hif-1"	1	23	0
"208"	"hif-1"	1	23	0
"208"	"hif-1"	1	23	0
"209"	"hif-1"	1	23	0
"209"	"hif-1"	1	23	0
"210"	"hif-1"	1	23	0
"210"	"hif-1"	1	23	0
"211"	"hif-1"	1	23	0
"211"	"hif-1"	1	23	0
"212"	"hif-1"	1	23	0
"212"	"hif-1"	1	23	0
"213"	"hif-1"	1	23	0
"213"	"hif-1"	1	23	0
"214"	"hif-1"	1	23	0
"214"	"hif-1"	1	23	0
"215"	"hif-1"	1	23	0
"215"	"hif-1"	1	23	0
"216"	"hif-1"	1	23	0
"216"	"hif-1"	1	23	0
"217"	"hif-1"	1	23	0
"217"	"hif-1"	1	23	0
"218"	"hif-1"	1	23	0
"218"	"hif-1"	1	23	0
"219"	"hif-1"	1	23	0
"219"	"hif-1"	1	23	0
"220"	"hif-1"	1	23	0
"220"	"hif-1"	1	23	0
"221"	"hif-1"	1	23	0
"221"	"hif-1"	1	23	0
"222"	"hif-1"	1	23	0
"222"	"hif-1"	1	23	0
"223"	"hif-1"	1	23	0
"223"	"hif-1"	1	23	0
"224"	"hif-1"	1	23	0
"224"	"hif-1"	1	23	0
"225"	"hif-1"	1	23	0
"225"	"hif-1"	1	23	0
"226"	"hif-1"	1	23	0
"226"	"hif-1"	1	23	0
"227"	"hif-1"	1	23	0
"227"	"hif-1"	1	23	0
"228"	"hif-1"	1	23	0
"228"	"hif-1"	1	23	0
"229"	"hif-1"	1	23	0
"229"	"hif-1"	1	23	0
"230"	"hif-1"	1	25	0
"230"	"hif-1"	1	25	0
"231"	"hif-1"	1	25	0
"231"	"hif-1"	1	25	0
"232"	"hif-1"	1	25	0
"232"	"hif-1"	1	25	0
"233"	"hif-1"	1	25	0
"233"	"hif-1"	1	25	0
"234"	"hif-1"	1	25	0
"234"	"hif-1"	1	25	0
"235"	"hif-1"	1	25	0
"235"	"hif-1"	1	25	0
"236"	"hif-1"	1	18	2
"236"	"hif-1"	1	18	2
"237"	"hif-1"	1	20	2
"237"	"hif-1"	1	20	2
"238"	"hif-1"	1	20	2
"238"	"hif-1"	1	20	2
"239"	"hif-1"	1	20	2
"239"	"hif-1"	1	20	2
"240"	"hif-1"	1	20	2
"240"	"hif-1"	1	20	2
"241"	"hif-1"	1	20	2
"241"	"hif-1"	1	20	2
"242"	"hif-1"	1	20	2
"242"	"hif-1"	1	20	2
"243"	"hif-1"	1	20	2
"243"	"hif-1"	1	20	2
"244"	"hif-1"	1	23	2
"244"	"hif-1"	1	23	2
"245"	"hif-1"	1	23	2
"245"	"hif-1"	1	23	2
"246"	"hif-1"	1	23	2
"246"	"hif-1"	1	23	2
"247"	"hif-1"	1	23	2
"247"	"hif-1"	1	23	2
"248"	"hif-1"	1	23	2
"248"	"hif-1"	1	23	2
"249"	"hif-1"	1	18	3
"249"	"hif-1"	1	18	3
"250"	"hif-1"	1	18	3
"250"	"hif-1"	1	18	3
"251"	"hif-1"	1	18	3
"251"	"hif-1"	1	18	3
"252"	"hif-1"	1	18	3
"252"	"hif-1"	1	18	3
"253"	"hif-1"	1	18	3
"253"	"hif-1"	1	18	3
"254"	"hif-1"	1	18	3
"254"	"hif-1"	1	18	3
"255"	"hif-1"	1	18	3
"255"	"hif-1"	1	18	3
"256"	"hif-1"	1	18	3
"256"	"hif-1"	1	18	3
"257"	"hif-1"	1	18	3
"257"	"hif-1"	1	18	3
"258"	"hif-1"	1	18	3
"258"	"hif-1"	1	18	3
"259"	"hif-1"	1	18	3
"259"	"hif-1"	1	18	3
"260"	"hif-1"	1	18	3
"260"	"hif-1"	1	18	3
"261"	"hif-1"	1	18	3
"261"	"hif-1"	1	18	3
"262"	"hif-1"	1	18	3
"262"	"hif-1"	1	18	3
"263"	"hif-1"	1	18	3
"263"	"hif-1"	1	18	3
"264"	"hif-1"	1	18	3
"264"	"hif-1"	1	18	3
"265"	"hif-1"	1	18	3
"265"	"hif-1"	1	18	3
"266"	"hif-1"	1	18	3
"266"	"hif-1"	1	18	3
"267"	"hif-1"	1	18	3
"267"	"hif-1"	1	18	3
"268"	"hif-1"	1	18	3
"268"	"hif-1"	1	18	3
"269"	"hif-1"	1	18	3
"269"	"hif-1"	1	18	3
"270"	"hif-1"	1	18	3
"270"	"hif-1"	1	18	3
"271"	"hif-1"	1	18	3
"271"	"hif-1"	1	18	3
"272"	"hif-1"	1	18	3
"272"	"hif-1"	1	18	3
"273"	"hif-1"	1	18	3
"273"	"hif-1"	1	18	3
"274"	"hif-1"	1	18	3
"274"	"hif-1"	1	18	3
"275"	"hif-1"	1	18	3
"275"	"hif-1"	1	18	3
"276"	"hif-1"	1	18	3
"276"	"hif-1"	1	18	3
"277"	"hif-1"	1	18	3
"277"	"hif-1"	1	18	3
"278"	"hif-1"	1	18	3
"278"	"hif-1"	1	18	3
"279"	"hif-1"	1	18	3
"279"	"hif-1"	1	18	3
"280"	"hif-1"	1	18	3
"280"	"hif-1"	1	18	3
"281"	"hif-1"	1	18	3
"281"	"hif-1"	1	18	3
"282"	"hif-1"	1	18	3
"282"	"hif-1"	1	18	3
"283"	"hif-1"	1	18	3
"283"	"hif-1"	1	18	3
"284"	"hif-1"	1	18	3
"284"	"hif-1"	1	18	3
"285"	"hif-1"	1	18	3
"285"	"hif-1"	1	18	3
"286"	"hif-1"	1	18	3
"286"	"hif-1"	1	18	3
"287"	"hif-1"	1	18	3
"287"	"hif-1"	1	18	3
"288"	"hif-1"	1	18	3
"288"	"hif-1"	1	18	3
"289"	"hif-1"	1	18	3
"289"	"hif-1"	1	18	3
"290"	"hif-1"	1	18	3
"290"	"hif-1"	1	18	3
"291"	"hif-1"	1	18	3
"291"	"hif-1"	1	18	3
"292"	"hif-1"	1	18	3
"292"	"hif-1"	1	18	3
"293"	"hif-1"	1	18	3
"293"	"hif-1"	1	18	3
"294"	"hif-1"	1	18	3
"294"	"hif-1"	1	18	3
"295"	"hif-1"	1	18	3
"295"	"hif-1"	1	18	3
"296"	"hif-1"	1	18	3
"296"	"hif-1"	1	18	3
"297"	"hif-1"	1	18	3
"297"	"hif-1"	1	18	3
"298"	"hif-1"	1	18	3
"298"	"hif-1"	1	18	3
"299"	"hif-1"	1	18	3
"299"	"hif-1"	1	18	3
"300"	"hif-1"	1	18	3
"300"	"hif-1"	1	18	3
"301"	"hif-1"	1	18	3
"301"	"hif-1"	1	18	3
"302"	"hif-1"	1	18	3
"302"	"hif-1"	1	18	3
"303"	"hif-1"	1	18	3
"303"	"hif-1"	1	18	3
"304"	"hif-1"	1	18	3
"304"	"hif-1"	1	18	3
"305"	"hif-1"	1	18	3
"305"	"hif-1"	1	18	3
"306"	"hif-1"	1	18	3
"306"	"hif-1"	1	18	3
"307"	"hif-1"	1	18	3
"307"	"hif-1"	1	18	3
"308"	"hif-1"	1	18	3
"308"	"hif-1"	1	18	3
"309"	"hif-1"	1	18	3
"309"	"hif-1"	1	18	3
"310"	"hif-1"	1	18	3
"310"	"hif-1"	1	18	3
"311"	"hif-1"	1	20	3
"311"	"hif-1"	1	20	3
"312"	"hif-1"	1	18	0
"312"	"hif-1"	1	18	0
"313"	"hif-1"	1	18	0
"313"	"hif-1"	1	18	0
"314"	"hif-1"	1	18	0
"314"	"hif-1"	1	18	0
"315"	"hif-1"	1	18	0
"315"	"hif-1"	1	18	0
"316"	"hif-1"	1	18	0
"316"	"hif-1"	1	18	0
"317"	"hif-1"	1	18	0
"317"	"hif-1"	1	18	0
"318"	"hif-1"	1	18	0
"318"	"hif-1"	1	18	0
"319"	"hif-1"	1	18	0
"319"	"hif-1"	1	18	0
"320"	"hif-1"	1	20	0
"320"	"hif-1"	1	20	0
"321"	"hif-1"	1	20	0
"321"	"hif-1"	1	20	0
"322"	"hif-1"	1	23	0
"322"	"hif-1"	1	23	0
"323"	"hif-1"	1	23	0
"323"	"hif-1"	1	23	0
"324"	"hif-1"	1	23	0
"324"	"hif-1"	1	23	0
"325"	"hif-1"	1	23	0
"325"	"hif-1"	1	23	0
"326"	"hif-1"	1	23	0
"326"	"hif-1"	1	23	0
"327"	"hif-1"	1	23	0
"327"	"hif-1"	1	23	0
"328"	"hif-1"	1	23	0
"328"	"hif-1"	1	23	0
"329"	"hif-1"	1	23	0
"329"	"hif-1"	1	23	0
"330"	"hif-1"	1	23	0
"330"	"hif-1"	1	23	0
"331"	"hif-1"	1	23	0
"331"	"hif-1"	1	23	0
"332"	"hif-1"	1	23	0
"332"	"hif-1"	1	23	0
"333"	"hif-1"	1	23	0
"333"	"hif-1"	1	23	0
"334"	"hif-1"	1	25	0
"334"	"hif-1"	1	25	0
"335"	"hif-1"	1	25	0
"335"	"hif-1"	1	25	0
"336"	"hif-1"	1	25	0
"336"	"hif-1"	1	25	0
"337"	"hif-1"	1	25	0
"337"	"hif-1"	1	25	0
"338"	"hif-1"	1	25	0
"338"	"hif-1"	1	25	0
"339"	"hif-1"	1	25	0
"339"	"hif-1"	1	25	0
"340"	"hif-1"	1	27	0
"340"	"hif-1"	1	27	0
"341"	"hif-1"	2	18	2
"341"	"hif-1"	2	18	2
"342"	"hif-1"	2	18	2
"342"	"hif-1"	2	18	2
"343"	"hif-1"	2	18	2
"343"	"hif-1"	2	18	2
"344"	"hif-1"	2	18	2
"344"	"hif-1"	2	18	2
"345"	"hif-1"	2	18	2
"345"	"hif-1"	2	18	2
"346"	"hif-1"	2	23	2
"346"	"hif-1"	2	23	2
"347"	"hif-1"	2	23	2
"347"	"hif-1"	2	23	2
"348"	"hif-1"	2	23	2
"348"	"hif-1"	2	23	2
"349"	"hif-1"	2	23	2
"349"	"hif-1"	2	23	2
"350"	"hif-1"	2	23	2
"350"	"hif-1"	2	23	2
"351"	"hif-1"	2	25	2
"351"	"hif-1"	2	25	2
"352"	"hif-1"	2	25	2
"352"	"hif-1"	2	25	2
"353"	"hif-1"	2	18	3
"353"	"hif-1"	2	18	3
"354"	"hif-1"	2	18	3
"354"	"hif-1"	2	18	3
"355"	"hif-1"	2	18	3
"355"	"hif-1"	2	18	3
"356"	"hif-1"	2	18	3
"356"	"hif-1"	2	18	3
"357"	"hif-1"	2	18	3
"357"	"hif-1"	2	18	3
"358"	"hif-1"	2	18	3
"358"	"hif-1"	2	18	3
"359"	"hif-1"	2	18	3
"359"	"hif-1"	2	18	3
"360"	"hif-1"	2	18	3
"360"	"hif-1"	2	18	3
"361"	"hif-1"	2	18	3
"361"	"hif-1"	2	18	3
"362"	"hif-1"	2	18	3
"362"	"hif-1"	2	18	3
"363"	"hif-1"	2	18	3
"363"	"hif-1"	2	18	3
"364"	"hif-1"	2	18	3
"364"	"hif-1"	2	18	3
"365"	"hif-1"	2	18	3
"365"	"hif-1"	2	18	3
"366"	"hif-1"	2	18	3
"366"	"hif-1"	2	18	3
"367"	"hif-1"	2	18	3
"367"	"hif-1"	2	18	3
"368"	"hif-1"	2	18	3
"368"	"hif-1"	2	18	3
"369"	"hif-1"	2	18	3
"369"	"hif-1"	2	18	3
"370"	"hif-1"	2	18	3
"370"	"hif-1"	2	18	3
"371"	"hif-1"	2	18	3
"371"	"hif-1"	2	18	3
"372"	"hif-1"	2	18	3
"372"	"hif-1"	2	18	3
"373"	"hif-1"	2	18	3
"373"	"hif-1"	2	18	3
"374"	"hif-1"	2	18	3
"374"	"hif-1"	2	18	3
"375"	"hif-1"	2	18	3
"375"	"hif-1"	2	18	3
"376"	"hif-1"	2	18	3
"376"	"hif-1"	2	18	3
"377"	"hif-1"	2	18	3
"377"	"hif-1"	2	18	3
"378"	"hif-1"	2	18	3
"378"	"hif-1"	2	18	3
"379"	"hif-1"	2	18	3
"379"	"hif-1"	2	18	3
"380"	"hif-1"	2	18	3
"380"	"hif-1"	2	18	3
"381"	"hif-1"	2	18	3
"381"	"hif-1"	2	18	3
"382"	"hif-1"	2	18	3
"382"	"hif-1"	2	18	3
"383"	"hif-1"	2	18	3
"383"	"hif-1"	2	18	3
"384"	"hif-1"	2	18	3
"384"	"hif-1"	2	18	3
"385"	"hif-1"	2	18	3
"385"	"hif-1"	2	18	3
"386"	"hif-1"	2	18	3
"386"	"hif-1"	2	18	3
"387"	"hif-1"	2	18	3
"387"	"hif-1"	2	18	3
"388"	"hif-1"	2	18	3
"388"	"hif-1"	2	18	3
"389"	"hif-1"	2	18	3
"389"	"hif-1"	2	18	3
"390"	"hif-1"	2	18	3
"390"	"hif-1"	2	18	3
"391"	"hif-1"	2	18	3
"391"	"hif-1"	2	18	3
"392"	"hif-1"	2	18	3
"392"	"hif-1"	2	18	3
"393"	"hif-1"	2	18	3
"393"	"hif-1"	2	18	3
"394"	"hif-1"	2	18	3
"394"	"hif-1"	2	18	3
"395"	"hif-1"	2	18	3
"395"	"hif-1"	2	18	3
"396"	"hif-1"	2	18	3
"396"	"hif-1"	2	18	3
"397"	"hif-1"	2	18	3
"397"	"hif-1"	2	18	3
"398"	"hif-1"	2	18	3
"398"	"hif-1"	2	18	3
"399"	"hif-1"	2	18	3
"399"	"hif-1"	2	18	3
"400"	"hif-1"	2	18	3
"400"	"hif-1"	2	18	3
"401"	"hif-1"	2	18	3
"401"	"hif-1"	2	18	3
"402"	"hif-1"	2	18	3
"402"	"hif-1"	2	18	3
"403"	"hif-1"	2	18	3
"403"	"hif-1"	2	18	3
"404"	"hif-1"	2	18	3
"404"	"hif-1"	2	18	3
"405"	"hif-1"	2	20	3
"405"	"hif-1"	2	20	3
"406"	"hif-1"	2	20	3
"406"	"hif-1"	2	20	3
"407"	"hif-1"	2	20	3
"407"	"hif-1"	2	20	3
"408"	"hif-1"	2	20	3
"408"	"hif-1"	2	20	3
"409"	"hif-1"	2	20	3
"409"	"hif-1"	2	20	3
"410"	"hif-1"	2	20	3
"410"	"hif-1"	2	20	3
"411"	"hif-1"	2	20	3
"411"	"hif-1"	2	20	3
"412"	"hif-1"	2	20	3
"412"	"hif-1"	2	20	3
"413"	"hif-1"	2	20	3
"413"	"hif-1"	2	20	3
"414"	"hif-1"	2	20	3
"414"	"hif-1"	2	20	3
"415"	"hif-1"	2	20	3
"415"	"hif-1"	2	20	3
"416"	"hif-1"	2	20	3
"416"	"hif-1"	2	20	3
"417"	"hif-1"	2	20	3
"417"	"hif-1"	2	20	3
"418"	"hif-1"	2	20	3
"418"	"hif-1"	2	20	3
"419"	"hif-1"	2	20	3
"419"	"hif-1"	2	20	3
"420"	"vhl-1"	1	18	0
"420"	"vhl-1"	1	18	0
"421"	"vhl-1"	1	18	0
"421"	"vhl-1"	1	18	0
"422"	"vhl-1"	1	18	0
"422"	"vhl-1"	1	18	0
"423"	"vhl-1"	1	18	0
"423"	"vhl-1"	1	18	0
"424"	"vhl-1"	1	18	0
"424"	"vhl-1"	1	18	0
"425"	"vhl-1"	1	18	0
"425"	"vhl-1"	1	18	0
"426"	"vhl-1"	1	20	0
"426"	"vhl-1"	1	20	0
"427"	"vhl-1"	1	20	0
"427"	"vhl-1"	1	20	0
"428"	"vhl-1"	1	20	0
"428"	"vhl-1"	1	20	0
"429"	"vhl-1"	1	23	0
"429"	"vhl-1"	1	23	0
"430"	"vhl-1"	1	23	0
"430"	"vhl-1"	1	23	0
