strain	replicate	age.at.death	rupture		
113	N2.Hypoxia	2	20	0	
113	N2.Hypoxia	2	20	0	
114	N2.Hypoxia	2	20	0	
114	N2.Hypoxia	2	20	0	
115	N2.Hypoxia	2	22	0	
115	N2.Hypoxia	2	22	0	
116	N2.Hypoxia	2	22	0	
116	N2.Hypoxia	2	22	0	
117	N2.Hypoxia	2	22	0	
117	N2.Hypoxia	2	22	0	
118	N2.Hypoxia	2	22	0	
118	N2.Hypoxia	2	22	0	
119	N2.Hypoxia	2	22	0	
119	N2.Hypoxia	2	22	0	
120	N2.Hypoxia	2	24	0	
120	N2.Hypoxia	2	24	0	
121	N2.Hypoxia	2	24	0	
121	N2.Hypoxia	2	24	0	
122	N2.Hypoxia	2	27	0	
122	N2.Hypoxia	2	27	0	
123	N2.Hypoxia	2	27	0	
123	N2.Hypoxia	2	27	0	
124	N2.Hypoxia	2	29	0	
124	N2.Hypoxia	2	29	0	
125	N2.Hypoxia	2	31	0	
125	N2.Hypoxia	2	31	0	
126	N2.Hypoxia	2	31	0	
126	N2.Hypoxia	2	31	0	
127	N2.Hypoxia	2	31	0	
127	N2.Hypoxia	2	31	0	
128	N2.Hypoxia	2	31	0	
128	N2.Hypoxia	2	31	0	
129	N2.Hypoxia	2	31	0	
129	N2.Hypoxia	2	31	0	
130	N2.Hypoxia	2	31	0	
130	N2.Hypoxia	2	31	0	
131	N2.Hypoxia	2	34	0	
131	N2.Hypoxia	2	34	0	
132	N2.Hypoxia	2	34	0	
132	N2.Hypoxia	2	34	0	
133	N2.Hypoxia	2	34	0	
133	N2.Hypoxia	2	34	0	
134	N2.Hypoxia	2	36	0	
134	N2.Hypoxia	2	36	0	
135	N2.Hypoxia	2	36	0	
135	N2.Hypoxia	2	36	0	
136	vhl-1	1	17	0	
136	vhl-1	1	17	0	
137	vhl-1	1	22	0	
137	vhl-1	1	22	0	
138	vhl-1	1	22	0	
138	vhl-1	1	22	0	
139	vhl-1	1	24	0	
139	vhl-1	1	24	0	
140	vhl-1	1	24	0	
140	vhl-1	1	24	0	
141	vhl-1	1	24	0	
141	vhl-1	1	24	0	
142	vhl-1	1	24	0	
142	vhl-1	1	24	0	
143	vhl-1	1	27	0	
143	vhl-1	1	27	0	
144	vhl-1	1	27	0	
144	vhl-1	1	27	0	
145	vhl-1	1	27	0	
145	vhl-1	1	27	0	
146	vhl-1	1	29	0	
146	vhl-1	1	29	0	
147	vhl-1	1	29	0	
147	vhl-1	1	29	0	
148	vhl-1	1	29	0	
148	vhl-1	1	29	0	
149	vhl-1	1	29	0	
149	vhl-1	1	29	0	
150	vhl-1	1	29	0	
150	vhl-1	1	29	0	
151	vhl-1	1	29	0	
151	vhl-1	1	29	0	
152	vhl-1	1	29	0	
152	vhl-1	1	29	0	
153	vhl-1	1	29	0	
153	vhl-1	1	29	0	
154	vhl-1	1	31	0	
154	vhl-1	1	31	0	
155	vhl-1	1	33	0	
155	vhl-1	1	33	0	
156	vhl-1	1	33	0	
156	vhl-1	1	33	0	
157	vhl-1	1	33	0	
157	vhl-1	1	33	0	
158	vhl-1	1	33	0	
158	vhl-1	1	33	0	
159	vhl-1	1	33	0	
159	vhl-1	1	33	0	
160	vhl-1	1	33	0	
160	vhl-1	1	33	0	
161	vhl-1	1	33	0	
161	vhl-1	1	33	0	
162	vhl-1	1	35	0	
162	vhl-1	1	35	0	
163	vhl-1	1	37	0	
163	vhl-1	1	37	0	
164	vhl-1	1	39	0	
164	vhl-1	1	39	0	
165	vhl-1	1	39	0	
165	vhl-1	1	39	0	
166	vhl-1	1	41	0	
166	vhl-1	1	41	0	
167	vhl-1	2	17	0	
167	vhl-1	2	17	0	
168	vhl-1	2	20	0	
168	vhl-1	2	20	0	
169	vhl-1	2	20	0	
169	vhl-1	2	20	0	
170	vhl-1	2	22	0	
170	vhl-1	2	22	0	
171	vhl-1	2	24	0	
171	vhl-1	2	24	0	
172	vhl-1	2	24	0	
172	vhl-1	2	24	0	
173	vhl-1	2	24	0	
173	vhl-1	2	24	0	
174	vhl-1	2	24	0	
174	vhl-1	2	24	0	
175	vhl-1	2	24	0	
175	vhl-1	2	24	0	
176	vhl-1	2	24	0	
176	vhl-1	2	24	0	
177	vhl-1	2	24	0	
177	vhl-1	2	24	0	
178	vhl-1	2	24	0	
178	vhl-1	2	24	0	
179	vhl-1	2	27	0	
179	vhl-1	2	27	0	
180	vhl-1	2	27	0	
180	vhl-1	2	27	0	
181	vhl-1	2	27	0	
181	vhl-1	2	27	0	
182	vhl-1	2	27	0	
182	vhl-1	2	27	0	
183	vhl-1	2	27	0	
183	vhl-1	2	27	0	
184	vhl-1	2	29	0	
184	vhl-1	2	29	0	
185	vhl-1	2	29	0	
185	vhl-1	2	29	0	
186	vhl-1	2	31	0	
186	vhl-1	2	31	0	
187	vhl-1	2	31	0	
187	vhl-1	2	31	0	
188	vhl-1	2	31	0	
188	vhl-1	2	31	0	
189	vhl-1	2	31	0	
189	vhl-1	2	31	0	
190	vhl-1	2	33	0	
190	vhl-1	2	33	0	
191	vhl-1	2	33	0	
191	vhl-1	2	33	0	
192	vhl-1	2	33	0	
192	vhl-1	2	33	0	
193	vhl-1	2	33	0	
193	vhl-1	2	33	0	
194	vhl-1	2	33	0	
194	vhl-1	2	33	0	
195	vhl-1	2	33	0	
195	vhl-1	2	33	0	
196	vhl-1	2	35	0	
196	vhl-1	2	35	0	
197	vhl-1	2	35	0	
197	vhl-1	2	35	0	
198	vhl-1	2	35	0	
198	vhl-1	2	35	0	
199	vhl-1	2	35	0	
199	vhl-1	2	35	0	
200	vhl-1	2	35	0	
200	vhl-1	2	35	0	
201	vhl-1	2	37	0	
201	vhl-1	2	37	0	
202	vhl-1	2	37	0	
202	vhl-1	2	37	0	
203	vhl-1	2	37	0	
203	vhl-1	2	37	0	
204	vhl-1	2	39	0	
204	vhl-1	2	39	0	
205	hif-1	1	14	0	
205	hif-1	1	14	0	
206	hif-1	1	14	0	
206	hif-1	1	14	0	
207	hif-1	1	14	0	
207	hif-1	1	14	0	
208	hif-1	1	14	0	
208	hif-1	1	14	0	
209	hif-1	1	17	0	
209	hif-1	1	17	0	
210	hif-1	1	17	0	
210	hif-1	1	17	0	
211	hif-1	1	17	0	
211	hif-1	1	17	0	
212	hif-1	1	20	0	
212	hif-1	1	20	0	
213	hif-1	1	20	0	
213	hif-1	1	20	0	
214	hif-1	1	20	0	
214	hif-1	1	20	0	
215	hif-1	1	20	0	
215	hif-1	1	20	0	
216	hif-1	1	22	0	
216	hif-1	1	22	0	
217	hif-1	1	22	0	
217	hif-1	1	22	0	
218	hif-1	1	22	0	
218	hif-1	1	22	0	
219	hif-1	1	22	0	
219	hif-1	1	22	0	
220	hif-1	1	24	0	
220	hif-1	1	24	0	
221	hif-1	1	24	0	
221	hif-1	1	24	0	
222	hif-1	1	24	0	
222	hif-1	1	24	0	
223	hif-1	1	24	0	
223	hif-1	1	24	0	
224	hif-1	1	27	0	
224	hif-1	1	27	0	
225	hif-1	1	27	0	
225	hif-1	1	27	0	
226	hif-1	1	27	0	
226	hif-1	1	27	0	
227	hif-1	1	27	0	
227	hif-1	1	27	0	
228	hif-1	1	29	0	
228	hif-1	1	29	0	
229	hif-1	1	29	0	
229	hif-1	1	29	0	
230	hif-1	1	29	0	
230	hif-1	1	29	0	
231	hif-1	1	29	0	
231	hif-1	1	29	0	
232	hif-1	1	31	0	
232	hif-1	1	31	0	
233	hif-1	1	31	0	
233	hif-1	1	31	0	
234	hif-1	1	31	0	
234	hif-1	1	31	0	
235	hif-1	1	31	0	
235	hif-1	1	31	0	
236	hif-1	1	31	0	
236	hif-1	1	31	0	
237	hif-1	1	31	0	
237	hif-1	1	31	0	
238	hif-1	1	33	0	
238	hif-1	1	33	0	
239	hif-1	1	33	0	
239	hif-1	1	33	0	
240	hif-1	1	33	0	
240	hif-1	1	33	0	
241	hif-1	1	35	0	
241	hif-1	1	35	0	
242	hif-1	1	35	0	
242	hif-1	1	35	0	
243	hif-1	1	35	0	
243	hif-1	1	35	0	
244	hif-1	1	37	0	
244	hif-1	1	37	0	
245	hif-1	2	14	0	
245	hif-1	2	14	0	
246	hif-1	2	14	0	
246	hif-1	2	14	0	
247	hif-1	2	14	0	
247	hif-1	2	14	0	
248	hif-1	2	17	0	
248	hif-1	2	17	0	
249	hif-1	2	17	0	
249	hif-1	2	17	0	
250	hif-1	2	17	0	
250	hif-1	2	17	0	
251	hif-1	2	20	0	
251	hif-1	2	20	0	
252	hif-1	2	20	0	
252	hif-1	2	20	0	
253	hif-1	2	20	0	
253	hif-1	2	20	0	
254	hif-1	2	20	0	
254	hif-1	2	20	0	
255	hif-1	2	20	0	
255	hif-1	2	20	0	
256	hif-1	2	22	0	
256	hif-1	2	22	0	
257	hif-1	2	22	0	
257	hif-1	2	22	0	
258	hif-1	2	22	0	
258	hif-1	2	22	0	
259	hif-1	2	22	0	
259	hif-1	2	22	0	
260	hif-1	2	22	0	
260	hif-1	2	22	0	
261	hif-1	2	22	0	
261	hif-1	2	22	0	
262	hif-1	2	24	0	
262	hif-1	2	24	0	
263	hif-1	2	24	0	
263	hif-1	2	24	0	
264	hif-1	2	24	0	
264	hif-1	2	24	0	
265	hif-1	2	24	0	
265	hif-1	2	24	0	
266	hif-1	2	27	0	
266	hif-1	2	27	0	
267	hif-1	2	29	0	
267	hif-1	2	29	0	
268	hif-1	2	33	0	
268	hif-1	2	33	0	
269	hif-1	2	33	0	
269	hif-1	2	33	0	
270	hif-1	2	33	0	
270	hif-1	2	33	0	
271	hif-1	2	35	0	
271	hif-1	2	35	0	
272	hif-1	2	39	0	
272	hif-1	2	39	0	
273	daf-16	1	14	0	
273	daf-16	1	14	0	
274	daf-16	1	14	0	
274	daf-16	1	14	0	
275	daf-16	1	14	0	
275	daf-16	1	14	0	
276	daf-16	1	14	0	
276	daf-16	1	14	0	
277	daf-16	1	14	0	
277	daf-16	1	14	0	
278	daf-16	1	14	0	
278	daf-16	1	14	0	
279	daf-16	1	14	0	
279	daf-16	1	14	0	
280	daf-16	1	17	0	
280	daf-16	1	17	0	
281	daf-16	1	17	0	
281	daf-16	1	17	0	
282	daf-16	1	17	0	
282	daf-16	1	17	0	
283	daf-16	1	17	0	
283	daf-16	1	17	0	
284	daf-16	1	17	0	
284	daf-16	1	17	0	
285	daf-16	1	17	0	
285	daf-16	1	17	0	
286	daf-16	1	20	0	
286	daf-16	1	20	0	
287	daf-16	1	20	0	
287	daf-16	1	20	0	
288	daf-16	1	20	0	
288	daf-16	1	20	0	
289	daf-16	1	20	0	
289	daf-16	1	20	0	
290	daf-16	1	20	0	
290	daf-16	1	20	0	
291	daf-16	1	20	0	
291	daf-16	1	20	0	
292	daf-16	1	20	0	
292	daf-16	1	20	0	
293	daf-16	1	20	0	
293	daf-16	1	20	0	
294	daf-16	1	20	0	
294	daf-16	1	20	0	
295	daf-16	1	22	0	
295	daf-16	1	22	0	
296	daf-16	1	22	0	
296	daf-16	1	22	0	
297	daf-16	1	22	0	
297	daf-16	1	22	0	
298	daf-16	1	22	0	
298	daf-16	1	22	0	
299	daf-16	1	22	0	
299	daf-16	1	22	0	
300	daf-16	1	24	0	
300	daf-16	1	24	0	
301	daf-16	1	27	0	
301	daf-16	1	27	0	
302	daf-16	2	22	0	
302	daf-16	2	22	0	
303	daf-16	2	22	0	
303	daf-16	2	22	0	
304	daf-16	2	22	0	
304	daf-16	2	22	0	
305	daf-16	2	22	0	
305	daf-16	2	22	0	
306	daf-16	2	22	0	
306	daf-16	2	22	0	
307	daf-16	2	24	0	
307	daf-16	2	24	0	
308	daf-16	2	24	0	
308	daf-16	2	24	0	
309	daf-16	2	24	0	
309	daf-16	2	24	0	
310	daf-16	2	24	0	
310	daf-16	2	24	0	
311	daf-16	2	24	0	
311	daf-16	2	24	0	
312	daf-16	2	24	0	
312	daf-16	2	24	0	
313	daf-16	2	24	0	
313	daf-16	2	24	0	
314	daf-16	2	27	0	
314	daf-16	2	27	0	
315	daf-16	2	27	0	
315	daf-16	2	27	0	
316	daf-16	2	27	0	
316	daf-16	2	27	0	
317	daf-16	2	27	0	
317	daf-16	2	27	0	
318	daf-16	2	29	0	
318	daf-16	2	29	0	
319	daf-16	2	29	0	
319	daf-16	2	29	0	
320	daf-16	2	29	0	
320	daf-16	2	29	0	
321	daf-16	2	29	0	
321	daf-16	2	29	0	
322	daf-16	2	29	0	
322	daf-16	2	29	0	
323	daf-16	2	31	0	
323	daf-16	2	31	0	
324	daf-16	2	31	0	
324	daf-16	2	31	0	
325	daf-16	2	31	0	
325	daf-16	2	31	0	
326	daf-16	2	31	0	
326	daf-16	2	31	0	
327	daf-16	2	31	0	
327	daf-16	2	31	0	
328	daf-16	2	31	0	
328	daf-16	2	31	0	
329	daf-16	2	33	0	
329	daf-16	2	33	0	
330	daf-16	2	33	0	
330	daf-16	2	33	0	
331	daf-16	2	33	0	
331	daf-16	2	33	0	
332	daf-16	2	33	0	
332	daf-16	2	33	0	
333	daf-16	2	33	0	
333	daf-16	2	33	0	
334	daf-16	2	33	0	
334	daf-16	2	33	0	
335	daf-16	2	35	0	
335	daf-16	2	35	0	
336	daf-16	2	35	0	
336	daf-16	2	35	0	
337	daf-16	2	35	0	
337	daf-16	2	35	0	
338	daf-16	2	35	0	
338	daf-16	2	35	0	
339	daf-16	2	37	0	
339	daf-16	2	37	0	
340	daf-16	2	39	0	
340	daf-16	2	39	0	
